[20:24:58][132977819509440[INFO][asynclogger][DataManager.hpp:49]	DataManager construct start
[20:27:12][132977637795520[INFO][asynclogger][DataManager.hpp:93]	message storage start
[20:27:12][132977637795520[INFO][asynclogger][DataManager.hpp:115]	new message for StorageInfo:
[20:27:12][132977637795520[INFO][asynclogger][DataManager.hpp:124]	message storage end
[20:27:12][132977637795520[INFO][asynclogger][DataManager.hpp:139]	data_message Insert end
[20:27:12][132977637795520[INFO][asynclogger][Service.hpp:210]	upload finish:success
[20:27:12][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /upload
[20:27:12][132977637795520[INFO][asynclogger][Service.hpp:114]	Upload start
[20:27:12][132977637795520[INFO][asynclogger][Service.hpp:126]	evbuffer_get_length is 5571471
[20:27:12][132977637795520[DEBUG][asynclogger][Service.hpp:172]	storage_path:./deep_storage/bundle.cpp
[20:27:16][132977637795520[INFO][asynclogger][Service.hpp:200]	deep_storage success
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:18]	NewStorageInfo start
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:33]	download_url:/download/bundle.cpp,mtime_:Mon Mar 31 20:27:12 2025
,atime_:Mon Mar 31 20:27:12 2025
,fsize_:683110
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:34]	NewStorageInfo end
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:130]	data_message Insert start
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:93]	message storage start
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:115]	new message for StorageInfo:
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:124]	message storage end
[20:27:16][132977637795520[INFO][asynclogger][DataManager.hpp:139]	data_message Insert end
[20:27:16][132977637795520[INFO][asynclogger][Service.hpp:210]	upload finish:success
[20:27:16][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /
[20:27:16][132977637795520[INFO][asynclogger][Service.hpp:273]	ListShow()
[20:27:16][132977637795520[INFO][asynclogger][Service.hpp:300]	ListShow() finish
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /upload
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:114]	Upload start
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:126]	evbuffer_get_length is 5571471
[20:28:43][132977637795520[DEBUG][asynclogger][Service.hpp:172]	storage_path:./low_storage/bundle.cpp
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:187]	low_storage success
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:18]	NewStorageInfo start
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:33]	download_url:/download/bundle.cpp,mtime_:Mon Mar 31 20:28:43 2025
,atime_:Mon Mar 31 20:28:43 2025
,fsize_:5571471
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:34]	NewStorageInfo end
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:130]	data_message Insert start
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:93]	message storage start
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:115]	new message for StorageInfo:
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:124]	message storage end
[20:28:43][132977637795520[INFO][asynclogger][DataManager.hpp:139]	data_message Insert end
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:210]	upload finish:success
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:273]	ListShow()
[20:28:43][132977637795520[INFO][asynclogger][Service.hpp:300]	ListShow() finish
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /upload
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:114]	Upload start
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:126]	evbuffer_get_length is 5571471
[20:29:40][132977637795520[DEBUG][asynclogger][Service.hpp:172]	storage_path:./low_storage/bundle.cpp
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:187]	low_storage success
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:18]	NewStorageInfo start
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:33]	download_url:/download/bundle.cpp,mtime_:Mon Mar 31 20:28:43 2025
,atime_:Mon Mar 31 20:28:43 2025
,fsize_:5571471
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:34]	NewStorageInfo end
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:130]	data_message Insert start
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:93]	message storage start
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:115]	new message for StorageInfo:
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:124]	message storage end
[20:29:40][132977637795520[INFO][asynclogger][DataManager.hpp:139]	data_message Insert end
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:210]	upload finish:success
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:273]	ListShow()
[20:29:40][132977637795520[INFO][asynclogger][Service.hpp:300]	ListShow() finish
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /upload
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:114]	Upload start
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:126]	evbuffer_get_length is 5571471
[20:29:43][132977637795520[DEBUG][asynclogger][Service.hpp:172]	storage_path:./low_storage/bundle.cpp
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:187]	low_storage success
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:18]	NewStorageInfo start
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:33]	download_url:/download/bundle.cpp,mtime_:Mon Mar 31 20:28:43 2025
,atime_:Mon Mar 31 20:28:43 2025
,fsize_:5571471
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:34]	NewStorageInfo end
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:130]	data_message Insert start
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:93]	message storage start
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:115]	new message for StorageInfo:
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:124]	message storage end
[20:29:43][132977637795520[INFO][asynclogger][DataManager.hpp:139]	data_message Insert end
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:210]	upload finish:success
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:88]	get req, uri: /
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:273]	ListShow()
[20:29:43][132977637795520[INFO][asynclogger][Service.hpp:300]	ListShow() finish
